,Global_reactive_power,Voltage,Global_intensity,date,month,hour,Minutes,total_metering
362889,0.13,239.8,1.0,25,8,17,33,0.0
1480341,0.286,240.75,4.0,10,9,17,45,11.0
421322,0.048,237.75,8.6,10,5,7,26,18.0
1639404,0.134,245.73,1.6,28,1,4,48,0.0
120124,0.0,240.33,5.2,3,10,3,28,18.0
567293,0.0,243.13,2.0,14,1,16,17,0.0
1405292,0.0,240.8,0.8,18,8,14,56,1.0
995596,0.058,242.48,1.2,11,7,2,40,0.0
140906,0.086,239.11,7.6,24,3,13,50,18.0
117599,0.074,240.48,5.8,3,8,9,23,19.0
268024,0.348,239.08,7.8,20,6,20,28,23.0
2048194,0.242,238.79,3.8,11,8,1,58,11.0
1949553,0.0,234.37,12.4,31,8,13,57,38.0
1231602,0.238,244.27,2.2,20,4,0,6,2.0
184333,0.08,236.43,0.8,23,4,17,37,1.0
2015408,0.054,240.31,8.4,16,10,7,32,18.0
530951,0.198,240.49,6.4,20,12,10,35,18.0
1354849,0.098,242.92,2.0,14,7,14,13,1.0
1252837,0.41300000000000003,241.93,3.8,5,4,18,1,3.0
1159948,0.162,243.25,1.8,3,1,5,52,1.0
1077565,0.0,245.68,0.8,1,3,0,49,0.0
1385470,0.408,241.83,3.2,8,4,20,34,1.0
1330950,0.274,243.54,2.0,27,6,23,54,1.0
225281,0.162,236.47,1.6,22,5,4,5,1.0
664959,0.062,239.79,6.2,22,3,12,3,18.0
996802,0.202,239.3,2.4,11,7,22,46,3.0
448589,0.0,242.31,1.0,24,10,5,53,0.0
214518,0.296,236.52,2.0,14,5,16,42,1.0
1403025,0.1,240.47,1.0,17,8,1,9,1.0
1241334,0.122,240.89,2.2,26,4,18,18,0.0
1651802,0.0,234.0,11.4,2,5,19,26,18.0
1935261,0.1,240.81052229987583,2.8,21,8,15,45,1.0
1458045,0.224,238.97,3.6,24,9,6,9,10.0
1154834,0.08,242.39,1.2,25,2,16,38,0.0
14995,0.152,247.54,2.2,27,12,3,19,0.0
1644605,0.298,239.76,12.0,31,1,19,29,18.0
638444,0.0,242.72,6.6,3,4,2,8,18.0
615704,0.054,244.67,1.6,17,2,7,8,0.0
21467,0.158,241.87,10.4,31,12,15,11,0.0
1227822,0.086,240.06,6.0,17,4,9,6,20.0
167376,0.0,244.89,1.0,4,11,23,0,0.0
41971,0.072,235.55,10.0,14,1,20,55,17.0
338537,0.116,235.44,1.0,8,8,19,41,0.0
1209377,0.05,242.98,6.8,4,4,13,41,18.0
506361,0.158,239.18,6.0,12,3,8,45,20.0
103988,0.102,240.9,5.6,26,2,22,32,19.0
1333956,0.23,241.51,1.6,30,6,2,0,1.0
734854,0.19,242.0,1.8,5,10,0,58,0.0
1052405,0.0,242.05,5.6,16,12,13,29,18.0
17513,0.13,233.27,13.9,28,12,21,17,45.0
530400,0.0,243.12,1.0,20,12,1,24,0.0
689428,0.136,239.29,13.9,4,8,11,52,42.0
941000,0.0,241.51,1.0,30,9,4,44,1.0
1369305,0.0,241.77,0.6,24,7,15,9,1.0
1049715,0.176,243.37,4.2,14,12,16,39,4.0
671870,0.054,239.72,9.4,27,3,7,14,4.0
60597,0.302,235.79,9.8,27,1,19,21,0.0
1774921,0.294,238.36,7.0,5,2,7,25,20.0
1105755,0.06,245.26,1.4,22,1,14,39,0.0
1213729,0.0,242.55,1.2,4,7,14,13,0.0
1452718,0.334,243.44,7.0,20,9,13,22,20.0
1186746,0.166,241.44,3.0,19,3,20,30,0.0
525566,0.0,243.22,5.8,16,12,16,50,18.0
1660199,0.0,248.60500000000005,1.0,2,11,15,23,1.0
401796,0.094,240.67,0.8,21,9,18,0,1.0
518443,0.246,236.07,13.9,12,11,18,7,1.0
246372,0.402,234.86,12.2,6,5,19,36,39.0
1221889,0.228,240.36,2.2,13,4,6,13,1.0
621623,0.0,238.79,5.2,21,2,9,47,17.0
1452050,0.358,242.47,3.6,20,9,2,14,10.0
1107311,0.41300000000000003,242.51,6.6,23,1,16,35,0.0
808286,0.28,239.74,4.2,30,6,0,50,13.0
1650844,0.082,247.92,1.6,2,5,3,28,2.0
991769,0.082,240.63,1.6,11,4,10,53,0.0
612358,0.218,244.79,2.4,14,2,23,22,2.0
922495,0.13,242.9,5.4,17,9,8,19,19.0
1099385,0.048,247.66,1.2,18,1,4,29,0.0
1102610,0.062,240.32,5.2,20,1,10,14,18.0
1087086,0.0,247.05,2.6,1,9,15,30,0.0
13631,0.07,246.17,13.9,26,12,4,35,21.0
1604889,0.0,248.60500000000005,1.2,1,4,5,33,1.0
1915446,0.0,238.79,0.6,8,7,21,30,0.0
842497,0.0,239.27,5.4,23,7,19,1,18.0
377112,0.162,239.78,2.2,9,4,14,36,0.0
1119704,0.054,245.65,1.2,2,1,7,8,0.0
539879,0.0,245.16,10.2,26,12,15,23,19.0
1159682,0.11,243.66,1.6,3,1,1,26,0.0
1638109,0.372,240.05,12.2,27,1,7,13,26.0
875377,0.142,241.58,0.8,15,8,15,1,2.0
18275,0.334,238.48,13.9,29,12,9,59,19.0
1680696,0.116,237.85,7.6,25,2,21,0,0.0
1910132,0.0,240.07,0.6,8,4,4,56,0.0
896398,0.142,241.7,0.8,30,8,5,22,2.0
352414,0.132,240.73,1.0,18,8,10,58,0.0
1608881,0.0,246.83,1.6,1,7,0,5,1.0
1448120,0.17,236.85,12.4,17,9,8,44,19.0
1155650,0.0,243.56,1.0,26,2,6,14,0.0
1032543,0.374,241.14,7.8,12,2,18,27,2.0
504036,0.344,235.84,13.9,12,1,18,0,28.0
1493454,0.118,238.98,7.6,18,10,20,18,1.0
851874,0.0,238.47,6.2,30,7,7,18,18.0
655007,0.068,239.24,8.6,15,3,14,11,17.0
238192,0.058,235.98,0.8,31,5,3,16,0.0
1759095,0.082,238.71,5.8,21,4,7,39,18.0
1982826,0.09,243.46,1.2,23,9,16,30,0.0
530878,0.056,239.98,5.2,20,12,9,22,17.0
349063,0.138,239.88,1.0,16,8,3,7,0.0
154895,0.132,235.96,13.9,4,3,6,59,17.0
88438,0.388,248.12,3.2,16,2,3,22,1.0
1709746,0.104,240.6,1.2,18,3,1,10,3.0
674898,0.056,239.45,6.0,29,3,9,42,19.0
1782160,0.062,233.20499999999996,6.6,5,7,8,4,19.0
1491971,0.158,236.17,13.2,17,10,19,35,19.0
1445287,0.104,239.44,5.6,15,9,9,31,18.0
713641,0.0,238.15,5.6,25,4,7,25,18.0
2014209,0.266,238.38,6.4,15,10,11,33,19.0
1251754,0.0,245.3,5.6,5,3,23,58,1.0
1690731,0.064,239.7,2.0,3,4,20,15,0.0
2015829,0.092,242.19,1.4,16,10,14,33,2.0
771913,0.094,234.34,1.4,6,4,18,37,0.0
790126,0.106,238.44,5.4,17,6,10,10,18.0
1803798,0.178,240.99,13.9,22,5,8,42,45.0
1993246,0.06,243.06,1.4,30,9,22,10,1.0
267966,0.166,239.61,3.2,20,6,19,30,1.0
882740,0.0,241.38,0.2,20,8,17,44,1.0
1830245,0.148,242.87,7.8,6,9,17,29,18.0
2038200,0.146,247.64,4.8,11,1,3,24,1.0
560033,0.138,245.84,2.0,1,9,15,17,0.0
591869,0.05,241.68,3.2,31,1,17,53,0.0
1455150,0.24,240.4,1.8,22,9,5,54,2.0
354328,0.098,240.5,6.0,19,8,18,52,19.0
539219,0.086,247.01,5.6,26,12,4,23,0.0
920335,0.0,237.74,7.4,15,9,20,19,0.0
1130360,0.092,241.74,7.6,2,8,16,44,19.0
1458437,0.41300000000000003,242.94,5.2,24,9,12,41,12.0
2055197,0.082,241.48,1.0,11,12,22,41,0.0
538655,0.092,237.44,9.0,25,12,18,59,1.0
1585751,0.078,247.71,5.8,21,12,22,35,0.0
175891,0.392,237.89,13.9,17,4,20,55,39.0
629961,0.188,238.76,1.6,27,2,4,45,2.0
1591224,0.3,241.89,10.0,25,12,17,48,19.0
469146,0.32,240.14,2.2,11,7,12,30,0.0
813485,0.124,239.91,1.0,7,3,15,29,1.0
309708,0.41300000000000003,237.06,3.2,19,7,19,12,1.0
1519158,0.0,243.43,1.2,11,5,16,42,0.0
699171,0.142,242.07,1.6,15,4,6,15,1.0
1417170,0.372,236.87,13.9,26,8,20,54,45.0
546890,0.41300000000000003,233.97,13.9,31,12,12,14,45.0
34357,0.0,241.51,1.0,1,9,14,1,0.0
1025240,0.196,242.73,4.2,27,11,16,44,1.0
219451,0.076,238.22,1.2,18,5,2,55,1.0
1140299,0.0,245.01,0.8,15,2,14,23,0.0
1447905,0.0,242.9,1.0,17,9,5,9,0.0
1859827,0.1,241.08,1.2,30,6,6,31,0.0
1823342,0.05,242.56,2.2,6,4,22,26,0.0
213331,0.126,237.12,10.0,13,5,20,55,17.0
1643707,0.0,248.27,1.0,31,1,4,31,1.0
695844,0.41300000000000003,240.61,13.0,4,12,22,48,19.0
1507267,0.0,243.96,1.0,28,10,10,31,1.0
850774,0.0,241.49,1.8,29,7,12,58,0.0
183048,0.368,237.91,8.0,22,4,20,12,18.0
1458277,0.134,242.59,5.4,24,9,10,1,19.0
883139,0.364,238.21,2.0,21,8,0,23,1.0
897397,0.15,240.28,0.8,30,8,22,1,1.0
1545678,0.18,244.85,3.8,24,11,2,42,10.0
1765228,0.074,236.03,7.8,25,4,13,52,18.0
707429,0.164,243.27,2.4,20,4,23,53,4.0
1818413,0.05,240.01,5.0,6,1,12,17,19.0
1215893,0.258,245.26,2.0,4,9,2,17,3.0
509472,0.204,234.1,13.9,12,5,12,36,45.0
927744,0.324,244.18,2.0,20,9,23,48,1.0
1651850,0.19,236.36,13.9,2,5,20,14,18.0
1087675,0.0,247.23,0.8,1,10,1,19,0.0
446634,0.328,241.06,6.0,22,10,21,18,1.0
865684,0.136,238.95,0.8,8,8,21,28,2.0
1064238,0.064,242.04,6.0,24,12,18,42,18.0
347201,0.134,238.73,1.2,14,8,20,5,0.0
2068102,0.0,237.88,3.8,21,11,21,46,0.0
1838087,0.096,241.5,1.2,15,6,4,11,2.0
1358199,0.236,241.73,1.6,16,7,22,3,2.0
1268722,0.05,241.25,6.0,15,5,18,46,18.0
415163,0.048,240.73,1.0,10,1,0,47,0.0
319413,0.0,234.48,0.6,26,7,12,57,0.0
1042103,0.186,241.41,8.0,12,9,9,47,20.0
1275070,0.0,240.2,1.0,20,5,4,34,2.0
2055242,0.046,242.33,3.8,11,12,23,26,0.0
1209612,0.098,240.65,6.6,4,4,17,36,17.0
250528,0.096,241.07,1.4,6,8,16,52,1.0
913384,0.108,240.68,1.2,9,11,0,28,1.0
1446884,0.078,239.31,5.4,16,9,12,8,18.0
147363,0.256,243.63,1.8,29,3,1,27,1.0
985804,0.06,237.66,1.2,31,10,7,28,0.0
1038037,0.112,237.84,13.9,12,6,14,1,45.0
188904,0.18,233.20499999999996,5.8,26,4,21,48,0.0
584965,0.104,240.09,11.4,26,1,22,49,17.0
392430,0.22,239.67,1.8,15,9,5,54,0.0
422535,0.058,240.3,0.8,10,6,3,39,0.0
1766354,0.22,240.42,6.2,26,4,8,38,20.0
144963,0.0,240.13,1.0,27,3,9,27,0.0
1126454,0.0,246.48,1.2,2,5,23,38,0.0
1471067,0.41300000000000003,239.79,9.4,10,3,7,11,20.0
1051184,0.094,243.1,1.6,15,12,17,8,0.0
729980,0.144,237.17,13.9,5,6,15,44,45.0
1462696,0.114,239.79,1.2,27,9,11,40,1.0
1906805,0.118,240.4,1.2,8,1,21,29,1.0
329511,0.102,233.20499999999996,5.0,8,2,13,15,16.0
442915,0.068,242.66,1.6,20,10,7,19,0.0
1687913,0.0,237.55,1.0,3,2,21,17,1.0
104393,0.0,240.55,1.2,27,2,5,17,0.0
870562,0.0,241.22,0.2,8,12,6,46,0.0
870744,0.268,239.0,1.4,8,12,9,48,3.0
1761466,0.316,241.16,2.4,22,4,23,10,2.0
1136156,0.0,243.74,5.4,2,12,17,20,18.0
20944,0.0,241.64,13.9,31,12,6,28,0.0
53908,0.114,246.34,2.2,23,1,3,52,0.0
1801327,0.104,244.0,2.0,20,5,15,31,1.0
1201884,0.082,240.74,5.8,30,3,8,48,17.0
330826,0.078,233.20499999999996,6.6,8,3,11,10,17.0
689857,0.092,242.26,5.8,4,8,19,1,18.0
2016957,0.092,242.05,1.4,17,10,9,21,2.0
1419157,0.22,239.68,1.4,28,8,6,1,2.0
796846,0.202,237.96,1.4,22,6,2,10,1.0
190420,0.11,237.65,4.6,27,4,23,4,0.0
381385,0.112,240.14,1.0,9,7,13,49,1.0
2019820,0.06,240.51,6.2,19,10,9,4,19.0
1852782,0.41300000000000003,234.45,10.4,25,6,9,6,17.0
670677,0.0,239.66,13.9,26,3,11,21,45.0
732509,0.0,242.23,5.8,5,8,9,53,20.0
242813,0.078,234.5,1.4,6,3,8,17,0.0
806074,0.198,237.96,6.2,28,6,11,58,18.0
77390,0.0,241.74,5.2,2,8,11,14,18.0
1438951,0.088,246.15,1.4,9,10,23,55,0.0
1480406,0.108,239.32,4.8,10,9,18,50,0.0
1687409,0.0,241.44,5.4,3,2,12,53,19.0
1907083,0.114,240.0,1.2,8,2,2,7,1.0
1743397,0.054,239.73,5.6,4,10,10,1,18.0
1297371,0.1,239.52,1.0,6,4,16,15,1.0
887847,0.13,243.51,1.0,24,8,6,51,1.0
1862976,0.33,238.29,2.2,7,2,11,0,1.0
699030,0.128,246.27,1.4,15,4,3,54,0.0
1385895,0.126,242.39,1.0,8,5,3,39,1.0
394738,0.062,233.20499999999996,13.9,16,9,20,22,43.0
262907,0.0,240.43,0.4,17,6,7,11,0.0
1204394,0.13,247.18,1.6,4,1,2,38,0.0
1051128,0.132,244.81,1.8,15,12,16,12,0.0
1524714,0.0,246.77,1.0,11,9,13,18,0.0
740574,0.11,244.09,1.4,14,5,0,18,2.0
676137,0.066,244.15,1.2,30,3,6,21,0.0
274669,0.22,239.94,1.4,25,6,11,13,1.0
1472539,0.0,238.91,0.6,10,4,7,43,0.0
327772,0.1,240.81052229987583,2.8,8,1,8,16,1.0
45015,0.152,244.85,1.4,16,1,23,39,0.0
760875,0.22,242.74,1.4,28,5,2,39,2.0
607790,0.226,236.35,11.0,2,11,19,14,17.0
705748,0.342,236.08,8.4,19,4,19,52,19.0
2067421,0.166,239.68,1.8,21,11,10,25,0.0
1589732,0.224,243.23,13.9,24,12,16,56,25.0
1224204,0.058,236.59,13.9,14,4,20,48,35.0
718525,0.104,243.39,2.4,28,4,16,49,1.0
1416847,0.318,242.62,2.0,26,8,15,31,1.0
308253,0.168,233.20499999999996,1.4,18,7,18,57,1.0
308104,0.07,233.20499999999996,0.8,18,7,16,28,1.0
890279,0.144,242.0,0.8,25,8,23,23,1.0
604986,0.372,233.71,13.9,2,9,20,30,45.0
2040660,0.1,244.96,4.6,11,2,20,24,2.0
1229621,0.0,242.92,5.6,18,4,15,5,19.0
957939,0.188,243.29,3.4,10,11,23,3,0.0
235484,0.068,237.69,1.4,29,5,6,8,1.0
743062,0.136,239.91,2.4,15,5,17,46,0.0
408285,0.0,243.33,1.2,26,9,6,9,0.0
1412907,0.116,239.73,5.6,23,8,21,51,2.0
1671797,0.082,244.99,6.4,19,2,16,41,19.0
968738,0.092,235.4,13.9,19,10,11,2,45.0
800852,0.074,241.53,5.2,24,6,20,56,18.0
739372,0.0,239.12,0.6,13,5,4,16,0.0
771043,0.212,236.18,1.6,6,4,4,7,2.0
130200,0.0,239.83,1.2,17,3,3,24,0.0
337989,0.0,233.20499999999996,7.0,8,8,10,33,17.0
1096581,0.0,245.06,1.2,16,1,5,45,0.0
1585568,0.41300000000000003,240.32,13.9,21,12,19,32,41.0
379298,0.0,241.49,0.6,9,6,3,2,0.0
228924,0.0,237.1,1.0,24,5,16,48,0.0
1086389,0.0,248.60500000000005,1.2,1,9,3,53,0.0
620749,0.048,236.18,13.4,20,2,19,13,16.0
1661421,0.07,242.77,8.2,2,12,11,45,18.0
457190,0.11,243.08,1.4,30,10,5,14,0.0
993897,0.232,239.51,13.9,11,5,22,21,18.0
1785946,0.132,243.58,1.6,5,9,23,10,0.0
234519,0.32,233.41,5.2,28,5,14,3,1.0
1742227,0.0,246.71,1.0,4,9,14,31,0.0
1167828,0.068,237.44,5.8,3,6,17,12,17.0
910288,0.0,235.59,13.9,9,8,20,52,45.0
1803509,0.106,239.96,1.8,22,5,3,53,1.0
1693692,0.0,244.36,1.8,3,6,21,36,0.0
220436,0.404,234.87,8.2,18,5,19,20,17.0
24266,0.158,242.42,2.0,1,2,13,50,0.0
1282535,0.21,239.45,6.2,25,5,8,59,19.0
888819,0.094,244.17,0.6,24,8,23,3,0.0
121514,0.222,240.28,10.4,3,11,2,38,0.0
670648,0.0,240.69,5.6,26,3,10,52,17.0
265713,0.234,240.16,1.4,19,6,5,57,1.0
115084,0.248,241.63,2.0,3,6,15,28,2.0
1748329,0.17,236.32,6.0,13,4,20,13,18.0
1923894,0.252,239.82,3.4,13,8,18,18,9.0
142798,0.07,238.56,12.0,25,3,21,22,20.0
1100970,0.062,241.74,7.4,19,1,6,54,18.0
576233,0.152,237.28,10.6,20,1,21,17,1.0
698819,0.0,240.61,1.0,15,4,0,23,1.0
1202264,0.108,244.3,1.6,30,3,15,8,0.0
1706618,0.0,236.5,9.8,15,3,21,2,19.0
306009,0.0,234.56,0.6,17,7,5,33,0.0
4941,0.0,246.64,0.8,20,12,3,45,0.0
13693,0.0,241.1,9.4,26,12,5,37,0.0
1462438,0.092,242.57,0.8,27,9,7,22,1.0
1578589,0.126,248.60500000000005,1.4,16,12,23,13,2.0
1791807,0.122,244.48,1.6,14,5,0,51,2.0
815653,0.086,240.06,0.8,7,5,3,37,1.0
1137829,0.0,237.82,7.2,13,2,21,13,0.0
2061313,0.084,245.57,1.6,17,11,4,37,2.0
1755450,0.204,237.51,8.6,18,4,18,54,28.0
1314922,0.208,242.57,1.6,16,6,20,46,1.0
642143,0.098,242.44,5.6,3,6,15,47,0.0
442162,0.228,237.72,5.6,19,10,18,46,1.0
934710,0.194,237.16,8.0,25,9,19,54,18.0
348015,0.0,239.0,5.4,15,8,9,39,17.0
1274814,0.106,244.38,2.6,20,5,0,18,3.0
837130,0.212,241.67,1.4,20,7,1,34,2.0
1607838,0.0,246.95,2.2,1,6,6,42,1.0
1870988,0.23,244.04,1.6,7,8,0,32,1.0
1335298,0.228,241.42,1.8,7,1,0,22,1.0
1157485,0.254,240.52,8.4,27,2,12,49,17.0
214138,0.174,233.92,1.4,14,5,10,22,0.0
919188,0.22,243.29,2.6,15,9,1,12,3.0
284175,0.082,241.92,0.8,7,2,1,39,1.0
1700344,0.0,243.27,5.4,3,11,12,28,18.0
152083,0.072,240.34,13.9,4,1,8,7,18.0
1336066,0.3,242.27,4.4,7,1,13,10,2.0
437567,0.128,234.55,13.0,16,10,14,11,45.0
95922,0.096,239.37,7.2,21,2,8,6,18.0
1696877,0.266,247.41,2.0,3,9,2,41,2.0
1667688,0.134,238.75,7.2,16,2,20,12,1.0
954628,0.132,242.44,2.6,10,9,15,52,2.0
1782452,0.152,234.48,6.8,5,7,12,56,18.0
900496,0.214,241.12,1.6,9,2,1,40,1.0
1239776,0.146,240.95,6.8,25,4,16,20,18.0
1821228,0.062,235.72,6.0,6,3,11,12,18.0
85089,0.314,233.20499999999996,13.9,13,2,19,33,38.0
810804,0.088,239.46,1.0,7,1,18,48,0.0
1805178,0.0,241.75,1.2,23,5,7,42,0.0
743780,0.22,240.75,1.8,16,5,5,44,0.0
1412666,0.21,242.79,6.8,23,8,17,50,20.0
389003,0.046,235.65,12.2,9,12,20,47,14.0
1219717,0.238,240.35,7.8,4,11,18,1,19.0
1673170,0.05,244.17,1.2,20,2,15,34,0.0
1190541,0.2,240.13,2.2,22,3,11,45,0.0
1291670,0.41300000000000003,238.9,4.6,31,5,17,14,14.0
1685673,0.0,240.93,1.0,3,1,7,57,1.0
253639,0.284,240.91,2.8,6,10,20,43,0.0
1664461,0.07,246.34,5.8,14,2,14,25,20.0
1525093,0.41300000000000003,241.63,4.6,11,9,19,37,3.0
1290614,0.138,241.75,4.6,30,5,23,38,3.0
498088,0.08,243.26,5.8,27,11,14,52,19.0
493517,0.0,240.42,5.4,24,11,10,41,17.0
752416,0.122,239.29,1.2,22,5,5,40,1.0
221940,0.058,237.58,1.6,19,5,20,24,0.0
1480774,0.134,242.34,1.4,10,10,0,58,0.0
1066647,0.078,242.04,5.8,26,12,10,51,18.0
839712,0.256,239.7,2.2,21,7,20,36,3.0
1792292,0.272,236.51,13.9,14,5,8,56,45.0
1807632,0.106,240.42,1.2,25,5,0,36,0.0
1701166,0.13,242.74,1.4,3,12,2,10,1.0
424919,0.41300000000000003,233.20499999999996,13.9,10,7,19,23,45.0
322899,0.218,236.3,1.4,28,7,23,3,0.0
708349,0.0,246.26,1.0,21,4,15,13,0.0
1089954,0.068,247.88,2.8,1,11,15,18,3.0
1753999,0.0,240.96,5.8,17,4,18,43,20.0
514399,0.0,242.28,5.6,12,8,22,43,18.0
762716,0.0,234.69,5.2,29,5,9,20,17.0
212097,0.218,238.55,1.8,13,5,0,21,0.0
713914,0.11,244.11,1.4,25,4,11,58,2.0
26455,0.0,241.4,9.6,1,4,2,19,0.0
1270164,0.41300000000000003,237.22,7.6,16,5,18,48,19.0
211053,0.0,234.51,0.6,5,12,6,57,0.0
1109870,0.08,238.58,5.6,25,1,11,14,0.0
663407,0.076,240.05,5.6,21,3,10,11,19.0
2029181,0.0,241.3,5.0,25,10,21,5,1.0
1501729,0.258,235.56,9.4,24,10,14,13,26.0
586787,0.048,243.2,1.4,28,1,5,11,0.0
49748,0.0,243.95,1.0,20,1,6,32,0.0
124465,0.092,240.73,1.4,13,3,3,49,0.0
663374,0.22,241.41,6.2,21,3,9,38,18.0
185522,0.0,233.97,0.6,24,4,13,26,0.0
592869,0.088,238.61,1.8,2,1,10,33,0.0
1463840,0.0,240.93,5.8,28,9,6,44,19.0
341048,0.0,233.81,4.8,8,10,13,32,17.0
622778,0.0,241.42,1.0,22,2,5,2,0.0
1923941,0.11,240.97,1.0,13,8,19,5,2.0
1246340,0.0,241.93,1.4,30,4,5,44,1.0
407373,0.072,236.83,3.2,25,9,14,57,1.0
251011,0.116,245.36,1.2,6,9,0,55,1.0
961886,0.084,240.22,3.0,14,10,16,50,0.0
1274354,0.114,242.45,1.6,19,5,16,38,0.0
1015930,0.05,241.5,1.4,21,11,5,34,1.0
1138855,0.26,245.0,8.0,14,2,14,19,18.0
1785023,0.0,241.59,1.0,5,9,7,47,1.0
1156850,0.082,241.37,2.2,27,2,2,14,0.0
192770,0.1,240.81052229987583,2.8,29,4,14,14,1.0
2050729,0.12,235.27,11.2,11,9,20,13,17.0
1958901,0.148,243.01,1.8,9,7,1,45,1.0
1135353,0.0,248.33,1.0,2,12,3,57,0.0
26623,0.0,241.51,9.6,1,4,5,7,0.0
1742021,0.094,240.06,5.6,4,9,11,5,20.0
1795752,0.0,242.19,1.6,16,5,18,36,1.0
1939178,0.286,241.02,8.6,24,8,9,2,30.0
1662701,0.054,239.45,7.2,13,2,9,5,18.0
48728,0.244,242.39,1.8,19,1,13,32,0.0
1479523,0.126,242.44,1.4,10,9,4,7,1.0
549816,0.0,241.32,5.6,1,2,13,0,18.0
1622866,0.0,241.87,1.6,16,1,17,10,1.0
474713,0.0,239.86,3.0,11,11,9,17,0.0
664734,0.062,243.03,2.8,22,3,8,18,1.0
1786330,0.178,240.97,1.8,5,10,5,34,0.0
529985,0.062,240.27,9.2,19,12,18,29,1.0
1652355,0.088,244.25,1.4,2,6,4,39,2.0
1821456,0.082,240.26,6.0,6,3,15,0,18.0
896641,0.26,242.21,1.4,30,8,9,25,1.0
205751,0.298,235.39,7.8,5,8,14,35,18.0
179492,0.132,240.1,1.0,20,4,8,56,0.0
706824,0.35,241.61,7.2,20,4,13,48,20.0
1181162,0.0,245.48,3.0,15,3,23,26,0.0
888251,0.148,243.98,0.8,24,8,13,35,1.0
1844161,0.198,238.75,7.2,19,6,9,25,18.0
697478,0.148,245.12,1.6,14,4,2,2,1.0
65292,0.14,241.51,1.4,31,1,1,36,0.0
1532312,0.386,238.97,12.6,14,11,19,56,32.0
1849251,0.254,241.04,9.6,22,6,22,15,20.0
751951,0.338,237.0,13.9,21,5,21,55,2.0
1090254,0.186,243.98,4.8,1,11,20,18,0.0
1104448,0.0,243.84,5.0,21,1,16,52,4.0
1497211,0.186,241.47,3.4,21,10,10,55,1.0
1232892,0.244,241.27,4.6,20,4,21,36,2.0
183975,0.062,236.07,0.8,23,4,11,39,0.0
1087236,0.066,240.95,12.6,1,9,18,0,17.0
7022,0.21,242.65,6.4,21,12,14,26,20.0
431353,0.0,235.01,13.9,10,12,6,37,17.0
1596801,0.228,243.54,13.9,29,12,14,45,45.0
783124,0.29,238.66,3.2,6,12,13,28,1.0
976864,0.198,244.28,2.0,25,10,2,28,1.0
2030942,0.098,248.04,1.4,27,10,2,26,1.0
1855797,0.23,240.33,2.8,27,6,11,21,2.0
1359385,0.0,243.36,1.6,17,7,17,49,0.0
92140,0.2,239.0,2.0,18,2,17,4,2.0
1193124,0.0,244.89,7.8,24,3,6,48,18.0
959064,0.0,239.59,1.8,10,12,17,48,3.0
1919764,0.116,240.14,1.2,8,10,21,28,0.0
1997027,0.3,243.73,2.2,10,3,13,11,3.0
133382,0.114,237.53,9.2,19,3,8,26,18.0
1823083,0.316,239.29,7.6,6,4,18,7,1.0
21001,0.264,241.83,11.6,31,12,7,25,0.0
508269,0.26,244.48,2.0,12,4,16,33,1.0
1578798,0.0,248.60500000000005,1.0,17,12,2,42,0.0
1172094,0.062,240.37,1.8,3,9,16,18,0.0
1603700,0.0,239.73,1.8,1,3,9,44,1.0
530991,0.184,241.51,6.6,20,12,11,15,18.0
530490,0.16,245.64,1.6,20,12,2,54,1.0
869537,0.078,242.45,0.8,8,11,13,41,1.0
1594054,0.102,238.01,8.4,27,12,16,58,18.0
987550,0.052,241.01,2.0,11,1,12,34,0.0
1397381,0.148,242.84,1.2,13,8,3,5,1.0
44628,0.0,239.92,7.8,16,1,17,12,18.0
439532,0.0,244.22,1.6,17,10,22,56,0.0
1021898,0.07,240.41,9.6,25,11,9,2,17.0
1296372,0.12,242.48,1.2,6,3,23,36,1.0
237712,0.0,233.64,1.2,30,5,19,16,0.0
770893,0.088,234.34,1.0,6,4,1,37,2.0
1979711,0.154,239.68,7.0,21,9,12,35,19.0
1286233,0.1,233.20499999999996,12.0,27,5,22,37,36.0
1658684,0.088,239.91,9.8,2,10,14,8,31.0
1490366,0.168,240.81,1.8,16,10,16,50,3.0
903054,0.41300000000000003,237.45,13.8,9,3,20,18,20.0
1013353,0.07,240.97,5.8,19,11,10,37,18.0
465834,0.0,241.96,1.0,11,5,5,18,0.0
1835187,0.068,241.06,5.6,13,6,3,51,19.0
850002,0.12,241.98,2.0,29,7,0,6,2.0
1804843,0.11,243.71,1.4,23,5,2,7,1.0
1535296,0.16,235.77,8.4,16,11,21,40,8.0
1778274,0.08,237.41,5.6,5,4,15,18,19.0
583465,0.076,242.31,6.4,25,1,21,49,0.0
267830,0.354,241.05,2.0,20,6,17,14,1.0
62043,0.056,235.08,7.2,28,1,19,27,17.0
1445363,0.206,238.98,5.8,15,9,10,47,18.0
1781518,0.052,234.43,3.6,5,6,21,22,2.0
1105393,0.162,240.67,9.2,22,1,8,37,20.0
1684419,0.094,243.27,1.4,28,2,11,3,0.0
169836,0.164,240.05,1.8,13,4,16,0,0.0
716476,0.116,242.5,1.4,27,4,6,40,0.0
1856821,0.118,240.64,1.2,28,6,4,25,0.0
922911,0.0,242.76,0.6,17,9,15,15,1.0
714369,0.084,242.04,1.4,25,4,19,33,1.0
1362228,0.352,241.63,2.8,19,7,17,12,2.0
176771,0.102,241.47,1.0,18,4,11,35,0.0
1196792,0.048,239.61,3.0,26,3,19,56,0.0
